Freq.	V(N004,N006)/-I(V2)-V(n006)/I(R5)
2.27509743077203e-001	(-3.90542182347469e+001dB,1.08136866939594e-002°)
2.28034207200037e-001	(-3.90542182340328e+001dB,1.08386148156957e-002°)
2.28559880337539e-001	(-3.90542182333155e+001dB,1.08636004026823e-002°)
2.29086765276773e-001	(-3.90542182325948e+001dB,1.08886435873936e-002°)
2.29614864811232e-001	(-3.90542182318708e+001dB,1.09137445025989e-002°)
2.30144181740846e-001	(-3.90542182311435e+001dB,1.09389032813870e-002°)
2.30674718872002e-001	(-3.90542182304128e+001dB,1.09641200571488e-002°)
2.31206479017555e-001	(-3.90542182296787e+001dB,1.09893949635763e-002°)
2.31739464996843e-001	(-3.90542182289413e+001dB,1.10147281346743e-002°)
2.32273679635706e-001	(-3.90542182282004e+001dB,1.10401197047587e-002°)
2.32809125766496e-001	(-3.90542182274562e+001dB,1.10655698084557e-002°)
2.33345806228096e-001	(-3.90542182267085e+001dB,1.10910785806968e-002°)
2.33883723865931e-001	(-3.90542182259573e+001dB,1.11166461567294e-002°)
2.34422881531988e-001	(-3.90542182252027e+001dB,1.11422726720979e-002°)
2.34963282084826e-001	(-3.90542182244446e+001dB,1.11679582626865e-002°)
2.35504928389596e-001	(-3.90542182236829e+001dB,1.11937030646717e-002°)
2.36047823318053e-001	(-3.90542182229178e+001dB,1.12195072145490e-002°)
2.36591969748571e-001	(-3.90542182221492e+001dB,1.12453708491317e-002°)
2.37137370566161e-001	(-3.90542182213770e+001dB,1.12712941055473e-002°)
2.37684028662483e-001	(-3.90542182206012e+001dB,1.12972771212341e-002°)
2.38231946935864e-001	(-3.90542182198218e+001dB,1.13233200339517e-002°)
2.38781128291313e-001	(-3.90542182189503e+001dB,1.13494229816630e-002°)
2.39331575640534e-001	(-3.90542182182523e+001dB,1.13755861031143e-002°)
2.39883291901944e-001	(-3.90542182174621e+001dB,1.14018095366648e-002°)
2.40436280000688e-001	(-3.90542182165797e+001dB,1.14280934213525e-002°)
2.40990542868655e-001	(-3.90542182157822e+001dB,1.14544378967654e-002°)
2.41546083444489e-001	(-3.90542182149810e+001dB,1.14808431024578e-002°)
2.42102904673613e-001	(-3.90542182141762e+001dB,1.15073091784350e-002°)
2.42661009508237e-001	(-3.90542182133676e+001dB,1.15338362650105e-002°)
2.43220400907376e-001	(-3.90542182125552e+001dB,1.15604245028323e-002°)
2.43781081836870e-001	(-3.90542182117392e+001dB,1.15870740328696e-002°)
2.44343055269392e-001	(-3.90542182109193e+001dB,1.16137849964073e-002°)
2.44906324184469e-001	(-3.90542182100957e+001dB,1.16405575350754e-002°)
2.45470891568498e-001	(-3.90542182092682e+001dB,1.16673917908146e-002°)
2.46036760414758e-001	(-3.90542182083484e+001dB,1.16942879057746e-002°)
2.46603933723429e-001	(-3.90542182076019e+001dB,1.17212460229156e-002°)
2.47172414501608e-001	(-3.90542182067630e+001dB,1.17482662848139e-002°)
2.47742205763323e-001	(-3.90542182058316e+001dB,1.17753488347188e-002°)
2.48313310529552e-001	(-3.90542182049849e+001dB,1.18024938164647e-002°)
2.48885731828234e-001	(-3.90542182041343e+001dB,1.18297013738528e-002°)
2.49459472694290e-001	(-3.90542182032797e+001dB,1.18569716511344e-002°)
2.50034536169638e-001	(-3.90542182024212e+001dB,1.18843047928908e-002°)
2.50610925303206e-001	(-3.90542182015588e+001dB,1.19117009440380e-002°)
2.51188643150953e-001	(-3.90542182006924e+001dB,1.19391602498324e-002°)
2.51767692775880e-001	(-3.90542181998219e+001dB,1.19666828558579e-002°)
2.52348077248052e-001	(-3.90542181989475e+001dB,1.19942689080382e-002°)
2.52929799644609e-001	(-3.90542181980690e+001dB,1.20219185526323e-002°)
2.53512863049785e-001	(-3.90542181971865e+001dB,1.20496319362339e-002°)
2.54097270554925e-001	(-3.90542181962999e+001dB,1.20774092057759e-002°)
2.54683025258499e-001	(-3.90542181954092e+001dB,1.21052505085329e-002°)
2.55270130266119e-001	(-3.90542181945143e+001dB,1.21331559921151e-002°)
2.55858588690559e-001	(-3.90542181936154e+001dB,1.21611258044716e-002°)
2.56448403651766e-001	(-3.90542181927123e+001dB,1.21891600939042e-002°)
2.57039578276881e-001	(-3.90542181918050e+001dB,1.22172590090360e-002°)
2.57632115700252e-001	(-3.90542181908936e+001dB,1.22454226988568e-002°)
2.58226019063454e-001	(-3.90542181899779e+001dB,1.22736513126786e-002°)
2.58821291515303e-001	(-3.90542181890581e+001dB,1.23019450001703e-002°)
2.59417936211876e-001	(-3.90542181881339e+001dB,1.23303039113408e-002°)
2.60015956316521e-001	(-3.90542181872055e+001dB,1.23587281965489e-002°)
2.60615354999884e-001	(-3.90542181862729e+001dB,1.23872180064969e-002°)
2.61216135439915e-001	(-3.90542181852473e+001dB,1.24157734921062e-002°)
2.61818300821893e-001	(-3.90542181843060e+001dB,1.24443948050265e-002°)
2.62421854338438e-001	(-3.90542181833603e+001dB,1.24730820968833e-002°)
2.63026799189532e-001	(-3.90542181824103e+001dB,1.25018355197676e-002°)
2.63633138582532e-001	(-3.90542181814559e+001dB,1.25306552261360e-002°)
2.64240875732189e-001	(-3.90542181804971e+001dB,1.25595413687778e-002°)
2.64850013860664e-001	(-3.90542181795339e+001dB,1.25884941008526e-002°)
2.65460556197548e-001	(-3.90542181785662e+001dB,1.26175135758612e-002°)
2.66072505979875e-001	(-3.90542181775940e+001dB,1.26465999476613e-002°)
2.66685866452142e-001	(-3.90542181766174e+001dB,1.26757533704642e-002°)
2.67300640866325e-001	(-3.90542181756363e+001dB,1.27049739988443e-002°)
2.67916832481897e-001	(-3.90542181746506e+001dB,1.27342619877232e-002°)
2.68534444565844e-001	(-3.90542181736604e+001dB,1.27636174923761e-002°)
2.69153480392685e-001	(-3.90542181726656e+001dB,1.27930406684584e-002°)
2.69773943244486e-001	(-3.90542181716662e+001dB,1.28225316719546e-002°)
2.70395836410878e-001	(-3.90542181706622e+001dB,1.28520906592297e-002°)
2.71019163189078e-001	(-3.90542181696536e+001dB,1.28817177870011e-002°)
2.71643926883902e-001	(-3.90542181686403e+001dB,1.29114132123445e-002°)
2.72270130807785e-001	(-3.90542181676223e+001dB,1.29411770927141e-002°)
2.72897778280798e-001	(-3.90542181665997e+001dB,1.29710095859021e-002°)
2.73526872630665e-001	(-3.90542181655723e+001dB,1.30009108500834e-002°)
2.74157417192782e-001	(-3.90542181644516e+001dB,1.30308810436566e-002°)
2.74789415310233e-001	(-3.90542181634147e+001dB,1.30609203257883e-002°)
2.75422870333810e-001	(-3.90542181623730e+001dB,1.30910288556079e-002°)
2.76057785622028e-001	(-3.90542181613265e+001dB,1.31212067927516e-002°)
2.76694164541145e-001	(-3.90542181602752e+001dB,1.31514542972164e-002°)
2.77332010465177e-001	(-3.90542181592190e+001dB,1.31817715293737e-002°)
2.77971326775922e-001	(-3.90542181581580e+001dB,1.32121586499600e-002°)
2.78612116862970e-001	(-3.90542181570921e+001dB,1.32426158200894e-002°)
2.79254384123727e-001	(-3.90542181560212e+001dB,1.32731432012373e-002°)
2.79898131963430e-001	(-3.90542181549454e+001dB,1.33037409552609e-002°)
2.80543363795165e-001	(-3.90542181537761e+001dB,1.33344092442457e-002°)
2.81190083039887e-001	(-3.90542181526903e+001dB,1.33651482310712e-002°)
2.81838293126439e-001	(-3.90542181515995e+001dB,1.33959580785645e-002°)
2.82487997491564e-001	(-3.90542181505038e+001dB,1.34268389500922e-002°)
2.83139199579931e-001	(-3.90542181494029e+001dB,1.34577910093651e-002°)
2.83791902844149e-001	(-3.90542181482969e+001dB,1.34888144204977e-002°)
2.84446110744785e-001	(-3.90542181471859e+001dB,1.35199093479777e-002°)
2.85101826750384e-001	(-3.90542181460697e+001dB,1.35510759566533e-002°)
2.85759054337488e-001	(-3.90542181449484e+001dB,1.35823144117762e-002°)
2.86417796990651e-001	(-3.90542181438219e+001dB,1.36136248789670e-002°)
2.87078058202462e-001	(-3.90542181426902e+001dB,1.36450075242356e-002°)
2.87739841473560e-001	(-3.90542181415533e+001dB,1.36764625139567e-002°)
2.88403150312653e-001	(-3.90542181404111e+001dB,1.37079900149094e-002°)
2.89067988236540e-001	(-3.90542181392636e+001dB,1.37395901942531e-002°)
2.89734358770125e-001	(-3.90542181381109e+001dB,1.37712632195281e-002°)
2.90402265446438e-001	(-3.90542181369528e+001dB,1.38030092586554e-002°)
2.91071711806653e-001	(-3.90542181357894e+001dB,1.38348284799546e-002°)
2.91742701400109e-001	(-3.90542181346206e+001dB,1.38667210521215e-002°)
2.92415237784326e-001	(-3.90542181333579e+001dB,1.38986871441140e-002°)
2.93089324525025e-001	(-3.90542181321783e+001dB,1.39307269256889e-002°)
2.93764965196146e-001	(-3.90542181309933e+001dB,1.39628405665777e-002°)
2.94442163379869e-001	(-3.90542181298028e+001dB,1.39950282370498e-002°)
2.95120922666631e-001	(-3.90542181286068e+001dB,1.40272901077620e-002°)
2.95801246655147e-001	(-3.90542181274052e+001dB,1.40596263497482e-002°)
2.96483138952427e-001	(-3.90542181261982e+001dB,1.40920371344608e-002°)
2.97166603173795e-001	(-3.90542181249855e+001dB,1.41245226337457e-002°)
2.97851642942911e-001	(-3.90542181237673e+001dB,1.41570830198282e-002°)
2.98538261891788e-001	(-3.90542181225434e+001dB,1.41897184653448e-002°)
2.99226463660811e-001	(-3.90542181213139e+001dB,1.42224291433281e-002°)
2.99916251898757e-001	(-3.90542181200787e+001dB,1.42552152271972e-002°)
3.00607630262815e-001	(-3.90542181188378e+001dB,1.42880768907859e-002°)
3.01300602418604e-001	(-3.90542181175912e+001dB,1.43210143083240e-002°)
3.01995172040194e-001	(-3.90542181163388e+001dB,1.43540276544400e-002°)
3.02691342810123e-001	(-3.90542181150807e+001dB,1.43871171041684e-002°)
3.03389118419419e-001	(-3.90542181138167e+001dB,1.44202828329536e-002°)
3.04088502567620e-001	(-3.90542181124584e+001dB,1.44535250164742e-002°)
3.04789498962790e-001	(-3.90542181111827e+001dB,1.44868438312837e-002°)
3.05492111321543e-001	(-3.90542181099012e+001dB,1.45202394538850e-002°)
3.06196343369060e-001	(-3.90542181086137e+001dB,1.45537120613390e-002°)
3.06902198839108e-001	(-3.90542181073203e+001dB,1.45872618311103e-002°)
3.07609681474063e-001	(-3.90542181060210e+001dB,1.46208889410785e-002°)
3.08318795024927e-001	(-3.90542181047156e+001dB,1.46545935695280e-002°)
3.09029543251351e-001	(-3.90542181034042e+001dB,1.46883758951614e-002°)
3.09741929921650e-001	(-3.90542181020868e+001dB,1.47222360970860e-002°)
3.10455958812827e-001	(-3.90542181006747e+001dB,1.47561743546837e-002°)
3.11171633710593e-001	(-3.90542180993450e+001dB,1.47901908481800e-002°)
3.11888958409385e-001	(-3.90542180980093e+001dB,1.48242857577821e-002°)
3.12607936712387e-001	(-3.90542180966673e+001dB,1.48584592642555e-002°)
3.13328572431550e-001	(-3.90542180953192e+001dB,1.48927115487902e-002°)
3.14050869387613e-001	(-3.90542180939648e+001dB,1.49270427929805e-002°)
3.14774831410123e-001	(-3.90542180926042e+001dB,1.49614531788599e-002°)
3.15500462337454e-001	(-3.90542180912373e+001dB,1.49959428888519e-002°)
3.16227766016829e-001	(-3.90542180898642e+001dB,1.50305121058302e-002°)
3.16956746304340e-001	(-3.90542180884846e+001dB,1.50651610130748e-002°)
3.17687407064968e-001	(-3.90542180870987e+001dB,1.50998897942844e-002°)
3.18419752172604e-001	(-3.90542180857064e+001dB,1.51346986335952e-002°)
3.19153785510067e-001	(-3.90542180843077e+001dB,1.51695877155512e-002°)
3.19889510969131e-001	(-3.90542180829025e+001dB,1.52045572251398e-002°)
3.20626932450538e-001	(-3.90542180814908e+001dB,1.52396073477595e-002°)
3.21366053864023e-001	(-3.90542180799841e+001dB,1.52747382690946e-002°)
3.22106879128334e-001	(-3.90542180785594e+001dB,1.53099501757080e-002°)
3.22849412171255e-001	(-3.90542180771280e+001dB,1.53452432541377e-002°)
3.23593656929619e-001	(-3.90542180756901e+001dB,1.53806176915020e-002°)
3.24339617349340e-001	(-3.90542180742456e+001dB,1.54160736753598e-002°)
3.25087297385425e-001	(-3.90542180727944e+001dB,1.54516113936870e-002°)
3.25836701002000e-001	(-3.90542180713365e+001dB,1.54872310349013e-002°)
3.26587832172327e-001	(-3.90542180698718e+001dB,1.55229327878559e-002°)
3.27340694878829e-001	(-3.90542180683118e+001dB,1.55587168416907e-002°)
3.28095293113110e-001	(-3.90542180668336e+001dB,1.55945833864247e-002°)
3.28851630875974e-001	(-3.90542180653486e+001dB,1.56305326120786e-002°)
3.29609712177449e-001	(-3.90542180638567e+001dB,1.56665647092324e-002°)
3.30369541036805e-001	(-3.90542180623580e+001dB,1.57026798689484e-002°)
3.31131121482582e-001	(-3.90542180608523e+001dB,1.57388782826897e-002°)
3.31894457552601e-001	(-3.90542180593397e+001dB,1.57751601423792e-002°)
3.32659553293995e-001	(-3.90542180578201e+001dB,1.58115256403793e-002°)
3.33426412763226e-001	(-3.90542180562934e+001dB,1.58479749694943e-002°)
3.34195040026105e-001	(-3.90542180547598e+001dB,1.58845083229838e-002°)
3.34965439157818e-001	(-3.90542180532190e+001dB,1.59211258945339e-002°)
3.35737614242945e-001	(-3.90542180516712e+001dB,1.59578278782949e-002°)
3.36511569375481e-001	(-3.90542180500276e+001dB,1.59946144686851e-002°)
3.37287308658859e-001	(-3.90542180484654e+001dB,1.60314858610809e-002°)
3.38064836205972e-001	(-3.90542180468960e+001dB,1.60684422507984e-002°)
3.38844156139193e-001	(-3.90542180453194e+001dB,1.61054838337798e-002°)
3.39625272590399e-001	(-3.90542180437354e+001dB,1.61426108064087e-002°)
3.40408189700991e-001	(-3.90542180421442e+001dB,1.61798233655448e-002°)
3.41192911621919e-001	(-3.90542180405456e+001dB,1.62171217084713e-002°)
3.41979442513699e-001	(-3.90542180389397e+001dB,1.62545060329439e-002°)
3.42767786546440e-001	(-3.90542180373263e+001dB,1.62919765371665e-002°)
3.43557947899865e-001	(-3.90542180357055e+001dB,1.63295334198118e-002°)
3.44349930763328e-001	(-3.90542180340772e+001dB,1.63671768799997e-002°)
3.45143739335846e-001	(-3.90542180324414e+001dB,1.64049071173151e-002°)
3.45939377826112e-001	(-3.90542180307980e+001dB,1.64427243317973e-002°)
3.46736850452521e-001	(-3.90542180291471e+001dB,1.64806287239411e-002°)
3.47536161443196e-001	(-3.90542180274000e+001dB,1.65186204945478e-002°)
3.48337315036002e-001	(-3.90542180257338e+001dB,1.65566998453909e-002°)
3.49140315478576e-001	(-3.90542180240598e+001dB,1.65948669781854e-002°)
3.49945167028347e-001	(-3.90542180223782e+001dB,1.66331220952920e-002°)
3.50751873952558e-001	(-3.90542180206888e+001dB,1.66714653995380e-002°)
3.51560440528288e-001	(-3.90542180189031e+001dB,1.67098970940494e-002°)
3.52370871042477e-001	(-3.90542180171980e+001dB,1.67484173829164e-002°)
3.53183169791946e-001	(-3.90542180154851e+001dB,1.67870264702044e-002°)
3.53997341083424e-001	(-3.90542180137643e+001dB,1.68257245606154e-002°)
3.54813389233565e-001	(-3.90542180120355e+001dB,1.68645118593241e-002°)
3.55631318568975e-001	(-3.90542180102988e+001dB,1.69033885719730e-002°)
3.56451133426234e-001	(-3.90542180085541e+001dB,1.69423549046867e-002°)
3.57272838151918e-001	(-3.90542180068013e+001dB,1.69814110640561e-002°)
3.58096437102625e-001	(-3.90542180050404e+001dB,1.70205572571547e-002°)
3.58921934644994e-001	(-3.90542180032714e+001dB,1.70597936915383e-002°)
3.59749335155731e-001	(-3.90542180014942e+001dB,1.70991205752209e-002°)
3.60578643021632e-001	(-3.90542179997088e+001dB,1.71385381167259e-002°)
3.61409862639602e-001	(-3.90542179978266e+001dB,1.71780465248489e-002°)
3.62242998416688e-001	(-3.90542179960247e+001dB,1.72176460094195e-002°)
3.63078054770090e-001	(-3.90542179942145e+001dB,1.72573367802173e-002°)
3.63915036127196e-001	(-3.90542179923959e+001dB,1.72971190476689e-002°)
3.64753946925597e-001	(-3.90542179905689e+001dB,1.73369930227011e-002°)
3.65594791613114e-001	(-3.90542179887335e+001dB,1.73769589167311e-002°)
3.66437574647822e-001	(-3.90542179868896e+001dB,1.74170169416371e-002°)
3.67282300498073e-001	(-3.90542179850372e+001dB,1.74571673098134e-002°)
3.68128973642520e-001	(-3.90542179831763e+001dB,1.74974102341248e-002°)
3.68977598570139e-001	(-3.90542179813068e+001dB,1.75377459279495e-002°)
3.69828179780255e-001	(-3.90542179794286e+001dB,1.75781746051275e-002°)
3.70680721782565e-001	(-3.90542179775418e+001dB,1.76186964800154e-002°)
3.71535229097161e-001	(-3.90542179755577e+001dB,1.76593117672798e-002°)
3.72391706254557e-001	(-3.90542179736534e+001dB,1.77000206826017e-002°)
3.73250157795709e-001	(-3.90542179717403e+001dB,1.77408234416553e-002°)
3.74110588272042e-001	(-3.90542179698184e+001dB,1.77817202607625e-002°)
3.74973002245472e-001	(-3.90542179677991e+001dB,1.78227113565731e-002°)
3.75837404288433e-001	(-3.90542179658594e+001dB,1.78637969467851e-002°)
3.76703798983897e-001	(-3.90542179639107e+001dB,1.79049772490438e-002°)
3.77572190925404e-001	(-3.90542179619531e+001dB,1.79462524816890e-002°)
3.78442584717082e-001	(-3.90542179599864e+001dB,1.79876228635482e-002°)
3.79314984973670e-001	(-3.90542179580107e+001dB,1.80290886139712e-002°)
3.80189396320549e-001	(-3.90542179560258e+001dB,1.80706499528040e-002°)
3.81065823393761e-001	(-3.90542179540317e+001dB,1.81123071003904e-002°)
3.81944270840035e-001	(-3.90542179520285e+001dB,1.81540602776102e-002°)
3.82824743316811e-001	(-3.90542179500160e+001dB,1.81959097058219e-002°)
3.83707245492267e-001	(-3.90542179479942e+001dB,1.82378556069019e-002°)
3.84591782045341e-001	(-3.90542179458746e+001dB,1.82798982030676e-002°)
3.85478357665760e-001	(-3.90542179438341e+001dB,1.83220377176037e-002°)
3.86366977054057e-001	(-3.90542179417842e+001dB,1.83642743737200e-002°)
3.87257644921605e-001	(-3.90542179397248e+001dB,1.84066083953721e-002°)
3.88150365990636e-001	(-3.90542179376560e+001dB,1.84490400069983e-002°)
3.89045144994268e-001	(-3.90542179355776e+001dB,1.84915694335741e-002°)
3.89941986676531e-001	(-3.90542179334010e+001dB,1.85341969003898e-002°)
3.90840895792390e-001	(-3.90542179313033e+001dB,1.85769226338456e-002°)
3.91741877107771e-001	(-3.90542179291960e+001dB,1.86197468602562e-002°)
3.92644935399587e-001	(-3.90542179270790e+001dB,1.86626698066874e-002°)
3.93550075455765e-001	(-3.90542179249521e+001dB,1.87056917007095e-002°)
3.94457302075266e-001	(-3.90542179228155e+001dB,1.87488127704130e-002°)
3.95366620068115e-001	(-3.90542179206690e+001dB,1.87920332444317e-002°)
3.96278034255427e-001	(-3.90542179185125e+001dB,1.88353533519058e-002°)
3.97191549469427e-001	(-3.90542179162576e+001dB,1.88787733223367e-002°)
3.98107170553484e-001	(-3.90542179140812e+001dB,1.89222933863062e-002°)
3.99024902362129e-001	(-3.90542179118948e+001dB,1.89659137743487e-002°)
3.99944749761084e-001	(-3.90542179096983e+001dB,1.90096347177651e-002°)
4.00866717627290e-001	(-3.90542179074917e+001dB,1.90534564483336e-002°)
4.01790810848927e-001	(-3.90542179052748e+001dB,1.90973791984080e-002°)
4.02717034325446e-001	(-3.90542179030478e+001dB,1.91414032008542e-002°)
4.03645392967592e-001	(-3.90542179008104e+001dB,1.91855286890782e-002°)
4.04575891697429e-001	(-3.90542178985628e+001dB,1.92297558970429e-002°)
4.05508535448370e-001	(-3.90542178963047e+001dB,1.92740850592178e-002°)
4.06443329165199e-001	(-3.90542178940363e+001dB,1.93185164106573e-002°)
4.07380277804099e-001	(-3.90542178916688e+001dB,1.93630501867105e-002°)
4.08319386332679e-001	(-3.90542178893793e+001dB,1.94076866238909e-002°)
4.09260659729997e-001	(-3.90542178870793e+001dB,1.94524259586636e-002°)
4.10204102986593e-001	(-3.90542178846801e+001dB,1.94972684280382e-002°)
4.11149721104508e-001	(-3.90542178823588e+001dB,1.95422142701555e-002°)
4.12097519097316e-001	(-3.90542178800267e+001dB,1.95872637231090e-002°)
